Title,Company,Min. Years of Exp. Required,Fresh Grad/Less Exp.,Location,Classification,Salary,Posted Date,Job ID,URL,Frequent Words,Job Description
Project Coordinator / Executive,STA Pacific Limited,,False,"Kowloon Bay, Kwun Tong District",Administration & Office Support,"$16,000 - $18,000 per month",2024-08-15,78117829,https://hk.jobsdb.com/job/78117829,"['Project Coordinator', 'Microsoft Office', 'CV', 'career2']","Our client is a leading well-established Telecom company. They are looking for Project Coordinator / Executive to support in various projects. Job duties:Manage and coordinate project deploymentArrange and schedule the daily deployment schedule;Attend the regular meeting to report the deployment status and issue;Communicate with customer department coordinator/user;To make service request to customer internal technical teamRequirements:Higher Diploma or above in any discipline.Proactive, mature, detail-minded & strong sense of responsibility.Able to work under pressure with tight deadlines.Good command of spoken and written English, Chinese  and MandarinProficient in Microsoft Office software.Short notice period or Immediate available is preferred.For the interested parties, please send your update CV to career2 @stapacific.com All profiles are handled with strictest confidentiality. Shortlisted candidates would be notified."
Product Manager,HKT Consumer Business Group,5,False,"Quarry Bay, Eastern District",Marketing & Communications,,2024-07-25,77534435,https://hk.jobsdb.com/job/77534435,"['UIUX', 'VASConduct', 'Marketing, Business Administration', 'Information Technology', 'Marketing/Product Development', 'Telecom Industry', 'ChineseHave', 'MS Office', 'PowerPoint', 'Words', 'Human Resources']","Your role:Develop and execute the product roadmap for roaming services, aligning with the company's strategic goals and objectivesDefine and fine-tune UIUX for user journey of roaming VASConduct regular performance analysis of existing roaming services and recommend improvements or new features based on customer feedbackCoordinate roaming service promotion for internal and external touchpointsCollect and articulate market intelligence timely in a precise mannerTo perform other related duties as requested To succeed in this role:Degree in Marketing, Business Administration, Information Technology, Computer Science, Engineering or related disciplinesStrong project management skillPossess 5 years+ working experience in Marketing/Product Development. Experienced in Internet, IT, Telecom Industry is a plusInnovative and be able to work in a highly competitive environmentPassionate about mobile product with up-to-date mobile industry trend knowledgeExcellent written and verbal communications and presentation skills in English and ChineseHave strong organizational skills, meticulous attention to detail, and the ability to manage multiple tasksProficiency in MS Office applications (Excel, PowerPoint, Words and Chinese typing)Candidate with less experience will be considered for Assistant Product Manager If you have the desire for an exciting and rewarding career, please send us your resume immediately, quoting the reference number, your present and expected salary via email to Human Resources.Email: “Apply Now”HKT is an equal opportunity employer and welcomes applications from all qualified candidates. Information provided will be treated in strict confidence and will only be used for recruitment-related purposes. Personal data provided by job applicants will be used strictly in accordance with the employer's privacy statement (http://www.hkt.com/privacy-statement), a copy of which will be provided immediately upon request"
Case Management - Insurance,IPS Group (Asia) Limited,4,False,Central and Western District,Banking & Financial Services,,2024-08-15,75321894,https://hk.jobsdb.com/job/75321894,"['Compliance Requirements', 'AML', 'Banking/ Insurance', 'MS Office', 'PowerPoint', 'impart knowledge &']","Responsibilities:Liaise closely with sales team in support of their business building initiatives.Assist with medical exam/ re-test/ additional test arrangement.To assist the entire operations process on new business application align with our company guidelines such as Compliance Requirements, AML and Due Diligence that all activities fell down a proper standard.Provide professional services and high quality to client or business partner.Review of Case Management service manual and workflow on regular basis so that to reduce some unnecessary steps in current procedure increase our productivity.Use of data analysis to keep monitoring the business performance for management review.Requirements: Bachelor degree or equivalentAt least 4 years of relevant working experience in the Banking/ Insurance broking industry.Good command of written and spoken English and Chinese, proficiency in Mandarin will be an advantage.Proficient in MS Office application (Excel, Word, PowerPoint, etc.)Willingness and ability to share and impart knowledge & skills to team members.Detail-minded, well-organized and possess good interpersonal skills and high level of accuracy.Interested party, please APPLY NOW with your updated CV or call Charles Mok at 3469 5334 for a confidential discussion."
Business Management Trainee 財富管理培訓生,AIA International Limited,,False,"Causeway Bay, Wan Chai District",Banking & Financial Services,"$39,000 - $58,000 per month",2024-08-02,77772296,https://hk.jobsdb.com/job/77772296,"['HK 39K+)、高花紅', 'AIA']",財富管理培訓生 (歡迎 本地/海外/內地 畢業生、IANG / 高才 / 優才) 工作重點 Job Highlights 分析個人資產配置及企業營運，提供專業服務與資源配套工作彈性自主、晉升公正明快、持續優質培訓高收入 (每月 HK 39K+)、高花紅 (23.5%)、多福利獎勵 (如 海外會議、專屬音樂會、公務旅行、嘉許宴會) 區域團隊文化 Challenge Family and Team Culture Challenge Family挑戰家族 以「精英團隊 執行細節」為宗旨，至今連續17年贏得業內殊榮「最高百萬圓桌會會員比例、人數」區域大獎。Challenge Family 兼持專業熱誠，重視優質招募；讓大學生迅速制勝職場、專業人士轉換成功跑道。團隊以高學歷、經數十年打磨的度身師徒制培訓，讓同事於短時間內成為全球首1%的「百萬圓桌會」資深財富管理經理；眾多同事更於年度傑出頒獎禮取得「分區經理、財務策劃顧問、新晉財務策劃顧問」獎項排名。團隊 2018年勇奪「傑出人壽保險經理獎 (DMA)」，成為友邦集團全亞洲分區經理第1名；以亮麗的成就受邀往馬來西亞，與當地首席管理層交流；至今持續與泰國、新加坡等海外頂尖團隊觀摩交流。成員具備金融、法律、人文、社科等背景，亦有各行業的工作經驗。  工作職責 Job Descriptions 全面分析「投資、保險、稅務、退休、傳承」各範疇制定財富管理策略，聯繫金融、醫療等機構網絡掌握時下適切的財務知識、政經新聞；緊貼市場資訊、社媒營運開拓專業領域、履歷資格 (如 公司醫療、僱員福利； MDRT、CFP)參與團隊管理 (如 研討會、營運決策、發展動向) 福利待遇 Job Benefits 月入 HK 39K+，另有高額佣金、獎金津貼、花紅禮品、旅遊會議、附加福利靈活自主工作時間與安排、發展晉升公正透明親身接觸各行業專家 (如 投資銀行、醫療集團、法商機構)個人化職業發展導向培訓，通往管理決策階層及行政會議領先業界的度身輔導及在職培訓，分享市場經驗、提供最新資訊          公司簡介 About AIA 友邦連續 9 年成為全球百萬圓桌會會員 (MDRT) 人數排名第一的公司，顯示公司的培訓和支援領先行業，市場與事業發展機遇龐大，財務策劃師具備世界一流的優良質素及專業知識。友邦的專業範疇涵蓋儲蓄、投資、危疾、壽險，滿足個人客戶財富增值及保障健康的需要；亦為企業提供僱員福利、信貸保險和退休保障服務。友邦致力為社區帶來顯著的正面影響，獲《財富》雜誌評為 2022 年「改變世界的公司」首 10 位，反映社會影響力、優質經營、超越業界的創新水準。 為何加入我們 Why Join Us獨立自主：相對銀行、證券等金融從業者，我們有更靈活的時間和空間；多勞多得，自由建立團隊，發展終身事業，成為具個人品牌魅力的企業家。全人發展：我們希望照顧同事工作與生活的平衡，舉辦一系列休閒活動、旅遊會議，讓同事的人生規劃、身心健康都各安其所。市場蓬勃：人口變化與經濟發展為社會開創理財保障的新需求。未來 10 年間香港及內地將迎接巨大退休潮。完善的保障及財富管理方案，將為上億人的生活帶來積極影響。政策推動：2019 年起，政府實施多項市場政策如自願醫保、延期年金、強積金改革，提升了市民的理財意識；疫後關注高淨值客戶，建設大灣區服務中心，都支持了保險理財行業的強勁發展。 入職要求 Job Requirements 大學本科 (Bachelor Degree) 或以上學歷香港永久居民 / 單程證 / IANG / 優高才 等各簽證 人士 積極獨立自主、細心認真，對理財規劃有興趣良好的中文書面及口語能力 (粵/普)；英語能力亦是優勢具 銀行 / 金融 / 營銷 經驗會是優勢 了解更多關於團隊資源與發展機遇，以及如何在理財策劃行業中取得成功，歡迎瀏覽LinkedIn：https://www.linkedin.com/in/cable-lai-ab13a4144/Website：https://www.connaughtwealth.com/YouTube：https://www.youtube.com/@cablelai
Assistant Finance Manager  (Financial Planning & Analysis),**Private,6,False,"Sha Tin, Sha Tin District",Accounting,,2024-08-01,77750369,https://hk.jobsdb.com/job/77750369,"['Group\xa0Working', 'P&L', 'building trustful & effective', 'ERP']","This incumbent is responsible for supporting all group reporting and financial planning and analysis functions of the company, developing various finance analysis to improve business intelligence and enhance efficiency of resource investment. ResponsibilityActing as a business partner and preparing timely financial analysis to offer insights and recommendations to the businessPreparing monthly management analysis reports to management and provide commentary on the key variances; Preparing financial reporting packages to Group Working closing with operation and merchandising team to ensure the inventory accuracy in our merchandising and financial systems, Preparing Inventory related analysis of P&L and B/S accounts, e.g. Damage and Loss analysisRequirementBachelor's degree in accounting, business, economics, finance, or a related discipline with recognized professional qualificationMinimum 6 years’ relevant experience in retail/FMCG Experience in internal controls and audit is preferred Experience working with diverse senior leaders and negotiating with external stakeholders while building trustful & effective relationshipsWorking experience on ERP system implementation with software like D365 is a plus Hands-on, independent, self-motivated, willing to work under pressure with a “can-do” spiritGood PC knowledge and skills, especially Excel and PowerPointExcellent command of written and spoken English and Chinese (Cantonese and conversant Mandarin)We offer attractive remuneration package, training opportunity and excellent career opportunities to the right candidate.  Interested applicants should send their resume and expected salary for application.Information provided will be treated in strict confidential and only be used for recruitment-related purposes.  "
"Manager, IT Project Management (ITOB – SH)",The Hong Kong Jockey Club,2,False,Sha Tin District,Information & Communication Technology,,2024-08-09,77950526,https://hk.jobsdb.com/job/77950526,"['Operations and Systems Department', 'Club', 'IT System and Services', 'Department', 'Club', 'Operations and Systems', 'Operations and Systems', 'Service', 'Data Computing', 'Incident, Change, Problem, Resilience, Capacity, Configuration', 'Service Assurance', 'Quality', 'JobYou', 'Club', 'Information Technology', 'IT Programme Management', 'Project Management Professional or Prince2', 'EmploymentThe', 'ApplyPlease', 'The Human Resources Department', 'Club', 'the Personal Data (Privacy) Ordinance']","The DepartmentThe IT Operations and Systems Department provides the Club’s internal and external customers with expected IT System and Services that enable business operations. The Department’s goal is to provide the Club’s IT customers with best in class IT service offerings and experience.IT Operations and Systems serves as the primary user engagement channel for IT for help and service offerings fulfillment.  Engagement is offered 24x7 via phone, email and direct on-site support.IT Operations and Systems is the Service owner responsible for; IT Data Computing facilities; production Infrastructure platforms; Incident, Change, Problem, Resilience, Capacity, Configuration, Procurement functions; Service Assurance and Quality management; and Level 1 /2 system support functions. The JobYou will:Be accountable for project deliverables within the agreed timescale and qualityCreate and manage the project status reporting and project schedulesTrack and monitor project deliverables, progress, financials, and resource utilizationEnsure all project commitments are met; monitor and report on progress following the Club’s standards and governance requirementsDiagnose and evaluate potential risks and issues throughout the project. Report regularly to the project sponsors on appropriate plans to contain risks and mitigation statusManage and assist in resolving project abnormalities, variances, risk, issue management and project change control with compliance with the defined PDLC processIdentify and manage relationships through effective communication with all stakeholders including third parties and act as the primary point of contactPerform end-to-end vendor managementSupport senior management to provide project management activities for program delivery and daily operationAlign personal development plan with business objectives and embrace the transformation to move the team/department forward About YouYou should have:A degree in Information Technology, Computer Science, Electrical Engineering, or equivalent from an accredited university is a strong plus5 years working experience with a minimum of 3 years of experience in IT Programme Management and/or managing large-scale IT programmesProfessional programme management certification (e.g., Project Management Professional or Prince2) is mandatory. (Expired certificate will not be accepted)Demonstration of proven project management skills in managing IT project resources, timelines, budgets, deliverables and risksPractical application of program management practices (e.g. Agile and PMP)Effective interpersonal and communication skillsStrong self-initiation, problem-solving skills and a can-do spiritGood awareness of commercial and contractual issuesStrong vendor management experienceAbility to manage multiple projects/tasksProficiency in writing, presentation, and communication skillsProficiency in both spoken and written English and Cantonese Terms of EmploymentThe level of appointment will be commensurate with qualifications and experience. How to ApplyPlease send your resume, complete with expected salary and job reference by clicking the Apply Now button or to:Fax: 2966-5770Mail: The Human Resources Department, The Hong Kong Jockey Club, 1 Sports Road, Happy Valley, Hong KongWe are an equal opportunity employer. Personal data provided by job applicants will be used strictly in accordance with the Club's notice to employees and prospective employees relating to the Personal Data (Privacy) Ordinance. A copy of which will be provided immediately upon request."
Financial Analyst,"Dah Chong Hong, Limited",2,False,"Kowloon Bay, Kwun Tong District",Accounting,,2024-08-09,77947358,https://hk.jobsdb.com/job/77947358,['ChineseAble'],"ResponsibilitiesAssist the Senior Finance Manager to work collaboratively with different business units to collect, consolidate and summarize informationTo support in data management, analytics, and report generationAssist in preparation of periodical forecast, annual budget report & perform financial analysis and presentation materialsParticipate in ad hoc tasks and projects as assigned RequirementDegree holder in in Accounting or Finance2 years or above relevant working experienceStrong Skills in Excel spreadsheets. Knowledge in Hyperion is preferable.Excellent communication of both written and spoken English and ChineseAble to work independently and adhere to deadlineWe offer attractive remuneration package & benefit, comprehensive training and career prospects to the right candidate. Interested candidates please send your resume with salary expectation by clicking ""Apply Now"".Information provided will be kept for the purpose of selection within the company and only shortlisted candidates will be contacted. All applications will be retained for a maximum period of 6 months."
Senior Purchaser (13 Months Salary & 5-days work week),Branford Limited,3,False,Yau Tsim Mong District,Retail & Consumer Products,,2024-07-31,77709512,https://hk.jobsdb.com/job/77709512,"['Branford Ltd.', 'Branford', 'T.S.T.', 'the Battat Group', 'Battat', 'Microsoft']","Branford Ltd.Founded 30 years ago, Branford is a toy trading company located in T.S.T.  The company is part of the Battat Group which is headquartered in Canada.At Battat, we’re in the business of making kids happy. Thanks to our team of dynamic, talented and motivated individuals, we design and manufacture high quality, educational, and innovative toys that kids and parents around the world have loved for over 45 years!Joining Battat means working in a multidisciplinary team within a growing privately-owned international company. It also means joining a stimulating workplace, full of professional challenges and the possibility to develop and grow.Curious? Visit https://battatco.com and explore our brands Requirements:F. 7 level / HKDSE (Grade D or Grade 4 in Maths) or aboveMinimum 4 years purchasing or merchandising experience in Toys industryFluent, Excellent spoken and written English, Putonghua and Cantonese also requiredAdvanced Excel skills including advanced formula and Pivot Table Applicant must be hard working, have good communication skills and be well organizedSelf-motivated, able to work independently and follow through on required tasks Proficient in Microsoft Word, Excel and Power PointMature, good team player and good interpersonal skills Responsibilities:Issue purchase orders and make sure all customer demands well covered with purchaseWork closely with vendors for order follow up and delivery scheduleCommunicate with internal teams, overseas office and suppliersInventory control Benefits:5-days work week13th month salaryMedical and dental coverage   Please feel free to visit our current Web Sites: ogdolls.com, myglittergirls.com, woodzeez.com, terrauniverse.com, mybtoys.com and battatco.com. Please apply with full resume and expected salary though applies now.Personal data collected will be used for recruitment purpose only."
Senior / Credit Analyst (Corporate Banking),Industrial and Commercial Bank of China (Asia) Limited,3,False,"Central, Central and Western District",Banking & Financial Services,,2024-07-23,77449971,https://hk.jobsdb.com/job/77449971,"['Corporate/Business Managers', 'ACCA', 'CFA', 'FRM', 'inter-personal & communication skillsGood knowledge', 'English & ChineseCandidate']","Job ResponsibilitiesAssess all underlying risk of credit applicationsConduct cashflow analysis, projection, peer comparison, if applicable, with reference to the relevant information gathered from internal and external sourcesCoordinate with Corporate/Business Managers for any matters related to credit applications, further elaborate and clarify with respective commercial officers if neededGive comments if any special approvals and date postponement are requiredKeep track on any credit issues that need to be followed up and conduct interim review of any accounts if requiredMonitor turnaround timeframe for processing of credit proposalsApprove credit applications within the delegated authorityPerform other duties delegated by the Section HeadRequirementsUniversity graduateMinimum 3 years of working experience in credit analyst with relevant credit analysis and bills operation trainingsSound knowledge of local economic/industrial conditions, banking laws & practices, in-depth knowledge of import & export operations and related lending products offered by BanksHKICPA, ACCA, CFA, FRM are preferredGood analytical & report writing skills with logical credit judgmentSelf-motivated and able to work independently & under pressure with limited time constraintsGood problem solving ability and tactful inter-personal & communication skillsGood knowledge in PC skillsGood command of written & spoken English & ChineseCandidate with more experience will be considered as Senior Manager / AVP"
Project Manager (Advertising),JFE Consulting Limited,4,False,"Sheung Wan, Central and Western District","Advertising, Arts & Media",,2024-08-15,78128179,https://hk.jobsdb.com/job/78128179,"['• Manage', '• Oversee', 'Job OfferLearning &']","Our Client It is with diversified business in Hong Kong, is looking for a professional to take up different projects with the team. Job Responsibilities• Coordinate projects with clients, suppliers, contractors, and designers. • Thoroughly review all drawings and accurately rectify any defects. • Manage comprehensive documentation, records, and email communications between clients and contractors with precision. • Provide project status updates to management and relevant stakeholders. • Evaluate quotations and timelines, and prepare analytical reports. • Oversee the complete set of drawings and presentations. • Offer technical solutions for project-related challenges. • Conduct site visits and monitor project progress.  Job Requirement• At least 4 years of substantial experience in decoration and fitting-out projects, ideally within luxury retail environments.• Familiarity with quantity surveying in interior projects is a plus. • Strong command of written and spoken English and Chinese. • A collaborative team player with a positive and proactive demeanor. • Self-driven, well-organized, and diligent. • Capable of working independently under tight deadlines and pressure. Job OfferLearning & development opportunities for new techFriendly working environment with talented team5-day work/week, 14+ AL and bonus"
Product Officer,Cosmocon International Ltd,,False,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-07-26,77580803,https://hk.jobsdb.com/job/77580803,"['Qualifications•', 'MUST']","About You•    We would prefer if you have solid knowledge in the Lighting Industry•     Hard Working and willing to learn•     Proactive, independent and good team player•     You are able to travel to P.R.C factories occasionally•     You are able to communicate very well with P.R.C factories Responsibilities•     Sourcing for products and suitable lighting suppliers•     Follow up product development projects in detail, while operating on a schedule•     Cost evaluation and preparation of price negotiations•      Collect, present and maintain information regarding products and supplier on a daily basis with common office software Qualifications•      Holding any specific degree is not required, but comprehension and knowledge of the technical, creative and entrepreneurial aspects of the position is plus•      Good command of both written and spoken English and Mandarin•      Excellent verbal and written communication skills•      Good and solid excel skills a MUST"
Contract IT Project Manager,"Zen Foods Co., Limited",5,False,Tsuen Wan District,Information & Communication Technology,,2024-08-08,77924646,https://hk.jobsdb.com/job/77924646,"['Oversee', 'ERP', 'CMS', 'Information Technology', 'ERP', 'Transportation']"," Oversee IT operations of the group including wholesale and restaurant business;Oversee the implementation of ERP system, IT infrastructure and security, technology and application services integration works of all site;Design and implement network solutions based on business requirements;Lead, collaborate, communicate and liaise with project stakeholders, internal teams and vendors;Manage and monitor vendor's delivery and quality;Ensure stability, reliability and security of all systems;Hands on experience in POS and Salesforce;Solid understanding in cloud solution adaptation;Project implementation experience in mobile app, CMS, CRM or related systems;Solid experience in leading and managing sizeable IT projects and rolling out IT infrastructure across various technologies.Job Requirement:Degree holder in Information Technology, Computer Science or related discipline.Good communication and supervisory skills.Possession of excellent problem solving and trouble-shooting skills.Well-organized and self-motivated.5 years working experience in IT management, with at least 2 years managerial experiences, preferably in Japanese Food wholesale/retail related industry.Experience in ERP project implementation would be a definite advantage.Fluent in spoken and written English and Cantonese.Japanese speaking (JLPT N2 or above) is preferred but not a must Proficient in MS Excel.Benefits:         End of Year Payment (Double Pay)         Medical insurance         Transportation allowance         Annual Leave starting from 12 days         Birthday Leave         Discretionary BonusFor enquiries, please send whatsapp message to 9737-1105.Personal data collected will be used for recruitment purpose only."
Sales Engineer,G4S (Hong Kong - Holding) Limited,3,False,"Lai Chi Kok, Sham Shui Po District",Sales,,2024-07-27,77608773,https://hk.jobsdb.com/job/77608773,"['RFP / RFI', 'travelBA', 'EnglishOutgoing', 'initiative & integrityElectronics Engineering', 'The Human Resources Services', 'Cheung Sha Wan Plaza,833 Cheung Sha Wan Road']","Main Purpose of role:To independently handle the system design, self-motivated and aggressive, outgoing personality, good interpersonal and communication skills. Core Key Responsibilities / Accountabilities:Ability to propose solution selling into prospect account baseAbility to plan, prepare and execute on strategic deals in complex sales cyclesModel the financial business case associated with each sales opportunitySuccessfully match customer pain/requirements to proposed solutionsCreate and deliver powerful presentations and demos that clearly communicate the uniqueness of the value propositionManage all technical aspects of RFP / RFI responsesEffectively communicate client needs to the System & project teams for future Solutions and product enhancementsCollect and document competitive intelligenceRequirements and skillsProven work experience as a Sales EngineerProven track record selling complex enterprise solutionsAbility to forge strong, long-lasting relationships with senior executivesAbility to creatively explain and present complex concepts in an easy to understand mannerSolid technical background with understanding and/or hands-on experience in software development and web technologiesExcellent written and verbal communication skillsExcellent presentation and creativity skillsWillingness to travelBA/BS degree or equivalent, preferably with a numeracy baseRequirements :            Relevant 3 years sales /customer experience in the service industry Fluent in written & spoken Chinese and EnglishOutgoing personality & with strong initiative and self-discipline Good communication & presentation skillsA high level of initiative & integrityElectronics Engineering qualification preferred Interested applicants are invited to apply online with a detail resume including present and expected salary or send your application to : The Human Resources Services DepartmentUnit 1001 - 1009, 10/F, Tower 2, Cheung Sha Wan Plaza,833 Cheung Sha Wan Road, Kowloon, Hong Kong"
"Business Analyst, Leading Bank",Aston Carter,7,False,"Central, Central and Western District",Information & Communication Technology,,2024-07-25,77555714,https://hk.jobsdb.com/job/77555714,"['Requirements-University', 'SWOT']","Key Responsibilities-Analyse current vs. future state requirements to support project delivery. Work with project manager to prioritize, validate, and document project requirements.-Understand, analyse and document business & IT processes, systems, and data; perform gap analysis to help solidify scope of change. Conduct interviews and workshops for user requirements, user story, and backlog development.-Produce detailed functional, technical, and system requirements for review and sign off. Confirm solution capabilities and track deliverables to ensure all project requirements have been properly addressed. -Ensure testing plan and scope fully covers all project requirements; facilitate test cases preparation and executions with stakeholders. Work with users / other stakeholders during testing phases until sign off.-Partner with business, data solution, information technology, and cybersecurity teams. Suggest workable solutions for implementing changes, provide options that move project forward.-Build effective relationships with project stakeholders across the organization. Maintain good communication with all project members. Be the key contact point for IT and business requirements, can clearly translate complex problems to common understanding among stakeholders.Requirements-University degree in business, computer science, engineering or related fields.-7 years + of experience in business analysis, business operations, technology -Strong BA background for small and large scale projects that involve vendor; -experience in managing multiple projects simultaneously- Analytical thinker with the ability to understand, visualize, analyse, and resolve difficult issues. -Experience with different analytical techniques, e.g., interface analysis, feasibility study, SWOT analysis, is preferred. "
Brand Manager,Swire Resources Ltd,1,False,"Kowloon Bay, Kwun Tong District",Retail & Consumer Products,,2024-07-30,77640576,https://hk.jobsdb.com/job/77640576,"['Swire Resources Limited', 'Company', 'ManagementAct', 'Principal', 'GPSupervise', 'PromotionLiaise', 'A&P', 'A&P', 'BonusComprehensive Medical', 'Human Resources Department', 'Swire Resources Limited', 'Swire Resources Limited']","Swire Resources Limited is the leading retailers and wholesalers of a number of top-selling sports, lifestyle and outdoors brands of apparel, footwear and accessories products. To cope with the Company's rapid expansion, we invite high caliber personnel to join us: Responsibilities:1. Product ManagementAct as the centre of information, gather product and marketing information from Principal, and analyse and organise them for the presentation to the management and the marketing teamCarry out research on competitors’ product merchandising strategies and performance, fashion trends, latest technology development, and other related informationDetermine the product range and price level in accordance with the sales and marketing plans, prepare order placements to principal, and assist in monitoring product delivery and inventory controlProvide product training to internal marketing staff and external shop floor sales personnelWork closely with Sales Manager and Retail Manager to ensure sales turnover and profitability of the businessAssist Management to prepare annual budget on turnover and GPSupervise the product team in product management including product development, product selection, placement order, pricing and inventory control2. RetailManage Retail P&L and maximize profitability by driving sales, minimizing operating costs through effective management of operation and manpower planningSet up yearly goals and objectives for retail on both qualitative and quantitative manner.  Develop action plan towards its defined goalsEnsure proper control of and monitoring of merchandising mix, ensure sufficient merchandise to support the achievement of sales target and not over-stocking3. Marketing ManagementAssist in formulating marketing plans of the assigned brand(s)Execute the action plan based on the approved marketing planPrepare periodic market analysis to evaluate the effectiveness of the implemented strategiesSupervise the Marketing team in dealing with Principals to ensure effective communicationAnalyze competitive activities and market trend for marketing strategies formulation and future business development planning4. Advertising and PromotionLiaise with advertising/promotion/PR agencies which would facilitate optimum share of voice, brand profile, consumer awareness and effective media buy, and to provide constant update on market intelligenceImplement effective A&P plan to achieve desirable brand image, maximize retail presence and on-field presence, and also to induce purchaseLiaise with principals on advertising and promotion supportsEnsure A&P expenses are within budget  Requirements:University graduate8 years’ product management or business planning experience in fashion retail industryStrong business sense and ability to drive the businessExcellent leadership and people management skillsPresentable, numeric sensitive, good fashion senseFluent in spoken and written English and Chinese We offer competitive remuneration package with a wide range of fringe benefits including5-day work weekDiscretionary BonusComprehensive Medical CoverageStaff Shopping DiscountNon-contributory Retirement Benefits SchemeBirthday Leave Please send resume with present and expected salary to Human Resources Department, Swire Resources Limited, 12/F Kingston International Centre, 19 Wang Chiu Road Kowloon Bay , Hong Kong or by clicking the ""Apply Now"" button below.Swire Resources Limited is Equal Opportunity Employer "
"Business Development Specialist, Urbanism + Planning",Aecom Asia Company Limited,5,False,Sha Tin District,Design & Architecture,,2024-08-15,78084342,https://hk.jobsdb.com/job/78084342,"[""We're"", 'PowerPoint', 'InDesign', 'Adobe Illustrator']","Work with Us. Change the World.At AECOM, we're delivering a better world. Whether improving your commute, keeping the lights on, providing access to clean water, or transforming skylines, our work helps people and communities thrive. We are the world's trusted infrastructure consulting firm, partnering with clients to solve the world’s most complex challenges and build legacies for future generations.There has never been a better time to be at AECOM. With accelerating infrastructure investment worldwide, our services are in great demand. We invite you to bring your bold ideas and big dreams and become part of a global team of over 50,000 planners, designers, engineers, scientists, digital innovators, program and construction managers and other professionals delivering projects that create a positive and tangible impact around the world.We're one global team driven by our common purpose to deliver a better world. Join us.Job DescriptionCoordinate with project teams to prepare proposals, marketing and presentation materialsProvide administrative support to the business development team and the project teamMonitor and maintain business development and client databasePrepare content and use of social media to reinforce marketing brandingHandle client enquiresTrack monthly leads and prepare reportsAssist in other job duties as assignedQualificationsBachelor’s degree holder;0 to 3 years working experience. Fresh graduates are welcome. Overseas exposure is an advantage;Self-motivated and hands-on team-player with the ability to multitask.Flexible, detailed minded, able to follow guidelines and deliver.Fluency in spoken and written English and Chinese (Cantonese & Putonghua) is required.Excellent interpersonal and communication skills essential; ability to communicate well with project teams, clients, and senior management.Proficient in PowerPoint, InDesign, Adobe Illustrator and other design software is an advantage."
"IT Specialist, Infrastructure Operations",IDG Capital Management (HK) Limited,3,False,"Central, Central and Western District",Information & Communication Technology,,2024-07-30,77661416,https://hk.jobsdb.com/job/77661416,"['Computer Science, Information Technology', 'LAN/WAN']","Key Responsibilities: Collaborate with the IT team to manage the IT infrastructure in Hong Kong and Singapore (machine room, cabinet, network, server, firewall, storage, middleware, IT equipment, etc). ensuring the normal operation, security, backup and disaster recovery of the equipment.Responsible for application maintenance and operation support of the fund management system and other financial related systems.Provide helpdesk support to troubleshoot issues with PCs, printers, mobile devices, networks, applications, etc.Collaborate with IT team in performing troubleshooting tasks.Undertake additional ad hoc tasks as required by business needs.Prepare comprehensive technical documentation and user manuals.Liaison with IT vendors to manage software and hardware acquisition, installation, and maintenance.To qualify, the candidates should possess: A degree in Computer Science, Information Technology, or a related discipline.3 years of relevant work experience, ideally gained within the financial sector (Exceptional candidates can be considered despite having fewer years of work experience).Strong understanding of network infrastructure, including LAN/WAN, VPNs, wireless technology, network security, familiar with aws cloud service\database or Linux will be a plus.Proven experience in IT infrastructure operation and maintenance.Applicants with strong logical thinking ability.We value candidates with a demonstrated record of work stability and a strong sense of responsibility.An eagerness to learn quickly and a passion for embracing new technologies is crucial.Excellent proficiency in both spoken and written English and Mandarin is required.The role requires acceptance of monthly business trips to Singapore. Interested candidates should send your resume with details on work experience, availability, current and expected salary by clicking 'Apply Now'. All information provided will be treated in strict confidence and used solely for recruitment purpose only."
Scientific Research Management,China Mobile International Limited,2,False,"Kwai Hing, Kwai Tsing District",Information & Communication Technology,,2024-07-26,77581034,https://hk.jobsdb.com/job/77581034,"['China Mobile', 'Innovation Research Institute Company Limited', 'The Hong Kong Innovation Institute', 'etc.2', 'AI']","China Mobile (Hong Kong) Innovation Research Institute Company Limited was established in 2024. It is a group-level research and development institution that undertakes three major functions: inward, outward, and international integration. The Hong Kong Innovation Institute will leverage Hong Kong's role as a bridge, strengthen the coordination among Guangdong, Hong Kong, and Macau, start from Hong Kong, strategically position itself, actively integrate into the global innovation system, promote the company's core capabilities and products to ""go global,"" gather top global innovative talents, carry out high-quality international scientific and technological cooperation, enhance the company's international scientific and technological innovation influence, and contribute to building a world-class information service and technology innovation company.Responsibilities:1. Overall management of scientific research projects, including the whole process management of scientific research system formulation, project planning, annual project budget and plan, project initiation and application, project review and acceptance;2. Responsible for providing scientific and legal risk assessment, legal policy advice, intellectual property management and patent maintenance services for scientific research projects;3. Collect, archive, write guidelines and other documents related to scientific research affairs according to research and development needs;4. Complete other tasks assigned by leaders.Requirements:1. Bachelor degree or above, major in law, administration, business administration, mobile communication, data science, etc.2. Have more than 2 years of research project management experience or have the foundation of research and development of research projects is preferred;3. Familiar with mobile communication, AI, Web3.0 and other professional knowledge, with strong expression and writing skills in Chinese and English;4. Have strong sense of responsibility, sense of cooperation, sense of service and good organizational communication and coordination ability."
