Title,Company,Min. Years of Exp. Required,Fresh Grad/Less Exp.,Location,Classification,Salary,Posted Date,Job ID,URL,Frequent Words,Job Description
STEM Tutor (Full-time/Part-time),Pigeon City Technology (HK) Limited,,True,"Mong Kok, Yau Tsim Mong District",Education & Training,,2024-08-10,77994568,https://hk.jobsdb.com/job/77994568,"['responsibility & interpersonal skills', 'ChineseWhy']","What you’ll be doing?  Responsible for STEM education to primary and secondary schoolsClosely manage social media platforms to drive customer engagement and promote Courses A willingness to work with flexible hours and venue when neededWork with technical team members in providing solutions, assist in the course material developmentTraining and teaching materials will be provided to the tutorHandle sales enquiries for STEM-related products/services and other ad hoc projectsAssist to update company websiteSupport in our sales & marketing eventsWho are we looking for?  Marketing, community management and copywriting experience will be preferred, fresh graduate is also be considered Required to be patient, presentable, punctual, and responsibleEfficient, organized, self-motivated with strong sense of responsibility & interpersonal skills, keen learner and willing to learn new thingsInternet savvy, Keen interest in digital marketing and social mediaAble to work with tight deadlines and under pressureFluency in written and spoken English and ChineseWhy you should consider this opportunity: We offer an attractive remuneration package with fringe benefits to the right candidate, such as  Five-day work week  Double-pay  Flexible working hours  7 days of annual leave  Ready to join us? Apply now to submit your resume with date of availability and expected salary to us! All information received will be kept in strict confidence and will be treated only for employment-related purposes. "
"Software Developer, Backend",Company Confidential,2,False,"Kowloon City, Kowloon City District",Information & Communication Technology,,2024-08-05,76621801,https://hk.jobsdb.com/job/76621801,"['The Hong Kong Productivity Council', 'the RWTH Aachen Campus', 'FLAIR', 'HKPC', 'FLAIR', 'FLAIR', 'AI', 'IoT', 'Bachelor', 'Holder in Computer Science / Information Technology', 'Agile', 'SQL', 'NGINX', 'API', 'SIT', 'Team Player', 'AI', 'smart outfits & sport']","Who are we:The Hong Kong Productivity Council (HKPC) and the RWTH Aachen Campus from Germany join forces to establish the Hong Kong Industrial Artificial Intelligence & Robotics Centre (FLAIR). Located at the Hong Kong Science Park, FLAIR is part of AIR@InnoHK, which is one of the two world-class research clusters being established by InnoHK Clusters of the HKSAR Government, to support Hong Kong in developing into an international innovation & technology hub.As the sole founder, HKPC will work together with RWTH Aachen Campus, the major collaborator of FLAIR, by bundling their strengths and repertoire of resources in technical expertise, networks, innovation and patents etc. to set up the FLAIR and support its operation.Who we are looking for:Creativity in new ideas and future focus vision.Collaboration with colleagues and the community at large.Work Smart, Play Smart!What you'll do:Integrate with AI and machine learning models for industrial solutionWork with IoT devices, various sensors and processing dataEngage in all phases of the development lifecycle (from user requirements, design, development, testing and deployment)Writing technical documentationProvide consistent and reliable support to ensure performance and satisfactionYou'll be a good fit if you have/are:Bachelor's degree Holder in Computer Science / Information Technology or related disciplinesAt least 2~3 years hands-on experience in web developments with actual usersWork in an Agile to deliver high-quality softwareExperience in Database (RDBMS and NoSQL), FastAPI, SQL, NGINX and WebSocketExperience in RESTful API development and server-side logic developmentExperience in concurrency programming and distributed architecture developmentWork with data and/or with basic statistical principles and applying them to input dataExperience in database programmingAbility to perform SIT/UAT test and write documentationGood problem-solving skills and communication skillsGood Team Player, Self-motivated, able to work independently and strong sense of responsibilityNote: Applicant may be considered for other positions if not matching the requirements of the subject position.What we offer and What you’ll like here:Exciting new technology development (e.g. IoT, 5G, LoRA, AI etc.) to actualize your creative ideasOpportunities to work with our innovative and vibrant talentsEmbracing work flexibility (including Flexi-work hour and Flexi-location)Dynamic and energetic culture with smart outfits & sport shoesAcademic training scholarship to take your career up a notchMPF Top-up & dental benefitMedical benefits from Day 1 with extended coverage to dependent(s) "
Senior Developer,METRO Sourcing International Limited,5,False,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-08-09,77953173,https://hk.jobsdb.com/job/77953173,"['Digital Transformation', 'ERP', 'ERP', 'Computer Science, Information Technology', 'JSP', 'JSF', 'ICEfaces', 'Java, Springboot', 'Javascript, React, React NativeExperience', 'SQL', 'PL/SQL', 'Oracle DatabaseStrong', 'Food Service Distribution', 'FSD', 'MSCI', 'Sustainalytics', 'CDP', 'Sourcing International Limited']","Role Purpose:Our Senior Developer is responsible for all phases of the software enhancement and development life cycle of various application systems / platforms What you will be handling:Work closely and liaise with Digital Transformation team (Business Analyst) to understand their requirements and translate them into technical solutionsCreate efficient and high-quality ERP modules that enhance functionalityTest ERP applications rigorously to ensure quality and perform debugging when necessaryEnsure compliance with coding standards and follow best practicesProvide expertise in troubleshooting ERP-related issuesRegularly evaluate and enhance ERP systems based on user feedback and evolving business needsProvide technical advice on project specifications, documentation, scope, schedule, cost, quality, and measure of successExplore new technology and introduce innovative solutions to uplift operational efficiency Talent that we are looking for:Focus on quality, responsiveness, efficiency and innovationCapable of managing complex business contentIndependent and self-motivated with strong sense of team spiritAbility to bring about changeGood interpersonal skills and passionate in connecting with people Experience, knowledge and skills required:Degree holder in Computer Science, Information Technology or equivalent disciplineAt least 5 years’ experience in software development experienceSolid skills on JSP, JSF, Struts, ICEfaces, Java, Springboot, Javascript, React, React NativeExperience with SQL, PL/SQL, Kotlin, Oracle DatabaseStrong analytical and programming skillsGood command of both spoken and written English You can enjoy:Diverse and Inclusive work environment Flexi Office Space with flexible working hours and home office option5-day work week, 13th month salary & performance bonusProfessional training and career advancement opportunitiesTraining Sponsorship for personal professional development Join us and apply now!Please send your full resume with available date, present and expected salary to us. Company IntroductionMETRO (https://www.metroag.de/en/) is a leading international food wholesaler which specialises in serving the needs of hotels, restaurants, and caterers (HoReCa) as well as independent merchants (Traders). Around the world, METRO has approx. 17 million customers who benefit from the wholesale company’s unique multichannel mix: customers can purchase their goods in one of the large stores in their area as well as by delivery (Food Service Distribution, FSD) – all digitally supported and connected. In parallel, METRO MARKETS is being developed as an international online marketplace for the needs of professional customers which has been growing and expanding continuously since 2019. Acting sustainably is one of the company principles of METRO which has been listed in various sustainability indices and rankings, including MSCI, Sustainalytics and CDP. METRO operates in more than 30 countries and employs over 89,000 people worldwide. In financial year 2022/23, METRO generated sales of €30.6 billion.We, METRO Sourcing International Limited (https://www.metro-sourcing.hk/), are the Strategic Buying Organization of METRO. As a professional sourcing organization, METRO Sourcing International provides global sourcing and supply chain solutions of non-food and food to METRO Wholesale as well as third party customers outside METRO.We now invite the high caliber talents to join and grow with our international team."
Presales Solution Consulting Manager,Lenovo PCCW Solutions,5,False,"Tai Kok Tsui, Yau Tsim Mong District",Information & Communication Technology,,2024-08-10,77976400,https://hk.jobsdb.com/job/77976400,"['RFI', 'Scope of WorkResponsible', 'Infrastructure and Network, Cloud and Security', 'Bachelor', 'Computer Science']","you will:Maximize company revenue through exploring business opportunitiesLead a technology discussion, influence client's decisions and establish/maintain a good relationship with clientsObtain and review client’s requirements and propose the best-fit solutions to fulfill client’s needsAct as a liaison between the IT and business community to make sure the proposed technology and solution could meet the tender requirementsWork with external partners, internal technology groups, and Go-to-Market teams to formulate solution proposalRespond to RFI / RFP and responsible for the technical write-up, translation of functional and non-functional requirements into a solution design, and Scope of WorkResponsible for the overall design and architecture of the tender proposalPrepare and conduct demonstration / presentation to clients and partnersWork with the partners and internal teams on architectural design, solution planning, and feasibility study for an end-to-end solution proposal, including Infrastructure and Network, Cloud and Security technologyyou bring:Bachelor's degree in information technology, Computer Science or related disciplinesA minimum of 5 years working experience in infrastructure and cloud With solid experience in cloud, infrastructure and virtualization solution architecture and design or with at least 2 years working experience in the design and implementation of public and private cloud solutionsEager and familiar with latest technology trends (e.g. AI and cyber security) and good understanding of IT best practices and methodologiesExperienced in engaging director and C-level executives to pitch differentiated solution valuePositive attitude, fast-learning, energetic, able to perform in a challenging environmentA good team player with analytical and problem-solving skills, self-motivation, working independently and good communication and interpersonal skillsExcellent presentation skills with good command of spoken and written English and Chinese"
System Analyst(Java),"Hong Kong Wisdome Information Technology Co., Limited",2,False,Wan Chai District,Information & Communication Technology,,2024-08-06,77850700,https://hk.jobsdb.com/job/77850700,"['SQL', 'Oracle']","Responsibilities:1.Responsible for analyzing user business, designing business processes, functions, and data models. 2.Write a summary and detailed design document.3.Guide the development team and inspect the development results. 4.Provide and explain technical solutions to customers based on user and business needs. 5.Assist users in identifying and resolving system related issues.Requirement: 1.Bachelor's degree or above in computer related field. 2.At least 5 years of IT industry experience, including at least 3 years of experience in network application architecture design and implementation. 3.Excellent application design, programming, data processing, and user support skills. 4.Possess solid practical experience in JAVA, SQL, Oracle, or MySQL. 5.Good communication skills in English, Cantonese, and Mandarin. 6. Priority given to those with experience in government projects."
"Data Architect (Manager/Associate Director level), Finance Consulting (MJ001620)",KPMG,5,False,"Wong Chuk Hang, Southern District",Information & Communication Technology,,2024-08-10,74520069,https://hk.jobsdb.com/job/74520069,"['KPMG China', 'KPMG', 'Finance Consulting', 'Finance', 'KPMG China', 'Data & Analytics', 'ETL', ""Experience & BackgroundBachelor's"", 'AWS', 'GCPAt', 'SQL Server', 'Oracle', 'Agile & DevOps methodologiesKnowledge', 'Artificial Intelligence', 'Data Streaming', 'ESG', 'KPMG', 'KPMG China', 'KPMG', 'KPMG China’s', 'KPMG China', 'KPMG China’s']","KPMG China provides multidisciplinary services from audit and tax to advisory, with a strong focus on serving our clients’ needs and their industries. Not only do we have an overriding commitment to provide the highest quality services for our clients, but we also strive to become a responsible corporate citizen that has a positive impact on our environment and community. At KPMG, you’ll translate insights into action and reveal opportunities for all—our teams, our clients and our world. Service Line OverviewKPMG’s Finance Consulting team enables clients to maximize the performance of their Finance function and uses the latest technology to improve insights for growth and governance.Our team in Hong Kong is the fastest growing division within KPMG China and represents a young and enthusiastic team that always pushes itself to succeed. Since our creation, we have developed in-depth knowledge of an incredibly broad spread of sectors and services.Our Data & Analytics team assists clients to develop and execute their strategies by optimising the use of information. We enable businesses to realise their objectives through insights from the data and provide the right data to the right people at the right time. Key ResponsibilitiesAs a Data Architect, you will translate clients' vision into data architecture designUnderstand the current state process of the clients and bring it to future state improvement and solutionContribute to use case development, e.g. workshop to gather and validate business requirementsTranslate business requirements into data architecture design, guide and direct the design by working closely with a range of stakeholders including the rest of the architecture team, external developers, data consumers, data providers, and business usersModel and design the application data structure, storage, and integrationDocument and write technical specifications for the requirements of the solutionDesign data platform allowing managed growth of the data model to minimize risk and cost of changePlan, design and lead the implementation of a large-scale data platformOversee transformation and validation that apply complex data aggregation and calculation in different programming languages depending on the project scope and requirementsAnalyse new data sources and work with stakeholders to understand the impact of integrating new data into existing pipelines and modelsBridge the gap between business requirements and ETL logic by troubleshooting data discrepancies and implementing scalable solutionsDevelop go-to-market strategies with team leaders and expand team capabilities Experience & BackgroundBachelor's degree (or higher) in mathematics, statistics, computer science, engineering or related fieldAt least 5-year experience in Cloud data architecture, like building cloud scalable and high-performance data lake/data warehouse solutions, such as Azure, AWS and GCPAt least 5-year experience with relational databases and data warehouses such as SQL Server, Oracle and TeradataStrong technical understanding of data modelling, design and architecture principles and techniques across master data, transaction data and derived/analytic dataExperience with Agile & DevOps methodologiesKnowledge of market trends and emerging technologies such as blockchain, Internet of Things (IoT), Artificial Intelligence, Machine Learning, Data Streaming (Kafka) etc would be a bonusHigh level of business acumen and strong problem-solving skillExcellent multitasking skills and task management strategiesAbility to complete milestones and work toward multiple deadlines simultaneouslyConfident in decision making and the ability to explain processes or choices as neededExcellent communication and interpersonal skillsProficient in both spoken and written English and Chinese About KPMGAt KPMG China, we are committed to being an equal opportunity employer, with zero tolerance for any form of discrimination against any persons. It is important for us to create an inclusive, diverse and agile workplace for our people to develop and thrive at both a personal and professional level.We strive to make ESG (environmental, social and governance) a watermark running through our organisation; from empowering our people to become agents of positive change, to providing better solutions and services to our clients to help them achieve their ESG goals. View Our Impact Plan to learn more about our ESG commitments and progress across four key pillars - Governance, People, Planet and Prosperity – and how we make a positive impact on our people, environment and society.We encourage you to come as you are, and we welcome all qualified candidates to apply, and hope you unlock opportunities with us. Visit KPMG China website for more company information.  You acknowledge and agree that all personal information hereby provided regarding yourself will be used by KPMG China for its candidate selection purposed only. KPMG China collects, uses, processes, and retains your personal information in accordance with KPMG China’s Online Privacy Statement and/or KPMG China Privacy Statement (collectively ""Privacy Statement""). During the recruitment process, KPMG China may need to store personal information of candidates in a designated third-party application tracking platform.If you have any questions regarding the information you provided in the form or your job application in general, please contact KPMG China’s HR personnel in the location where your application is submitted [see here]. "
"Data Engineer, Senior Consultant/Manager, Finance Consulting (MJ001226)",KPMG,3,False,"Wong Chuk Hang, Southern District",Information & Communication Technology,,2024-08-10,74521194,https://hk.jobsdb.com/job/74521194,"['KPMG China', 'KPMG', 'Finance Consulting', 'Finance', 'KPMG China', 'Data & Analytics', 'Streaming ETLProvide', 'the data solutions & development tools', 'API', ""Experience & BackgroundBachelor's"", 'Azure Data Factory / Airflow / Informatica / DatabricksHands', 'SQL / Java / Python / C++ / Scala / SAS / Kafka\xa0Practical Experience', 'Azure / AWS / Google Cloud / Alibaba Cloud / Tencent CloudExperience', 'Agile & DevOps methodologiesKnowledge', 'Big Data', 'ESG', 'KPMG', 'KPMG China', 'KPMG', 'KPMG China’s', 'KPMG China', 'KPMG China’s']","KPMG China provides multidisciplinary services from audit and tax to advisory, with a strong focus on serving our clients’ needs and their industries. Not only do we have an overriding commitment to provide the highest quality services for our clients, but we also strive to become a responsible corporate citizen that has a positive impact on our environment and community. At KPMG, you’ll translate insights into action and reveal opportunities for all—our teams, our clients and our world. Service Line OverviewKPMG’s Finance Consulting team enables clients to maximize the performance of their Finance function and uses the latest technology to improve insights for growth and governance.Our team in Hong Kong is the fastest growing division within KPMG China and represents a young and enthusiastic team that always pushes itself to succeed. Since our creation, we have developed in-depth knowledge of an incredibly broad spread of sectors and services.Our Data & Analytics team assists clients to develop and execute their strategies by optimising the use of information. We enable businesses to realise their objectives through insights from the data and provide the right data to the right people at the right time. Key ResponsibilitiesAs a Data Engineer, you will build the enterprise-grade data solution to execute clients' visionUnderstand the current state process of the clients and bring it to future state improvement and solutionDevelop, construct and test architectures such as databases and large-scale processing solutionsCreate ETLs/ELTs to handle data from various data sources and various formats, e.g. Batch ETL and Streaming ETLProvide advice on the data solutions & development tools selectionDevelop API and employ a variety of languages and tools e.g., scripting languages, to bring systems togetherBuild transformation and validation code that applies complex data aggregation and calculation in different programming languages depending on the project scope and requirementsDocument and write technical specifications for the requirements of the solutionPlan, design and lead the implementation of a large-scale data platformWork with the technical architects and application designers to understand the data conversion requirements fully and to design the conversion procedures and applicationsAnalyse new data sources and work with stakeholders to integrate new data into existing pipelines and modelsDevelop go-to-market strategies with team leaders and expand team capabilities Experience & BackgroundBachelor's degree (or higher) in mathematics, statistics, computer science, engineering or related fieldAt least 3 years of working experience on data pipeline e.g., Azure Data Factory / Airflow / Informatica / DatabricksHands on programming skill e.g., SQL / Java / Python / C++ / Scala / SAS / Kafka Practical Experience with implementing large-scale enterprise data solutions e.g. data lake/data warehouse/data meshDeep understanding of cloud computing and data technologies, business drivers, emerging computing trends, and deployment options e.g., Azure / AWS / Google Cloud / Alibaba Cloud / Tencent CloudExperience with Agile & DevOps methodologiesKnowledge of market trends and emerging technologies such as Big Data, Block Chain, Internet of Things, Artificial Intelligence, etc would be a bonusStrong problem-solving skills and logical thinkingExcellent multitasking skills and task management strategiesAbility to complete milestones and work toward multiple deadlines simultaneouslyConfident in decision making and the ability to explain processes or choices as neededExcellent communication and interpersonal skillsProficient in both spoken and written English and Chinese About KPMGAt KPMG China, we are committed to being an equal opportunity employer, with zero tolerance for any form of discrimination against any persons. It is important for us to create an inclusive, diverse and agile workplace for our people to develop and thrive at both a personal and professional level.We strive to make ESG (environmental, social and governance) a watermark running through our organisation; from empowering our people to become agents of positive change, to providing better solutions and services to our clients to help them achieve their ESG goals. View Our Impact Plan to learn more about our ESG commitments and progress across four key pillars - Governance, People, Planet and Prosperity – and how we make a positive impact on our people, environment and society.We encourage you to come as you are, and we welcome all qualified candidates to apply, and hope you unlock opportunities with us. Visit KPMG China website for more company information.  You acknowledge and agree that all personal information hereby provided regarding yourself will be used by KPMG China for its candidate selection purposed only. KPMG China collects, uses, processes, and retains your personal information in accordance with KPMG China’s Online Privacy Statement and/or KPMG China Privacy Statement (collectively ""Privacy Statement""). During the recruitment process, KPMG China may need to store personal information of candidates in a designated third-party application tracking platform.If you have any questions regarding the information you provided in the form or your job application in general, please contact KPMG China’s HR personnel in the location where your application is submitted [see here]. "
"Senior Consultant / Consultant, Data Engineer, Technology Enablement (MJ003358)",KPMG,1,False,"Wong Chuk Hang, Southern District",Information & Communication Technology,,2024-08-10,74521875,https://hk.jobsdb.com/job/74521875,"['KPMG China', 'KPMG', 'Management Consulting', 'KPMG China', 'Data Engineer', 'Technology Consulting', 'AI', 'Streaming ETLProvide', 'the data solutions & development tools selection (', 'API', ""Experience & BackgroundBachelor's"", 'Azure Data Factory / Databricks / Informatica / Google Cloud BigQuery', 'BigTable / AWS GlueHands', 'SQL / Python / Scala / JavaPractical', 'Azure / AWS /', 'Professional Data Engineer CertificationAWS Certified Data Analytics - SpecialtyExperience', 'Agile & DevOps methodologiesKnowledge', 'Big Data', 'ESG', 'KPMG', 'KPMG China', 'KPMG', 'KPMG China’s', 'KPMG China', 'KPMG China’s']","KPMG China provides multidisciplinary services from audit and tax to advisory, with a strong focus on serving our clients’ needs and their industries. Not only do we have an overriding commitment to provide the highest quality services for our clients, but we also strive to become a responsible corporate citizen that has a positive impact on our environment and community. At KPMG, you’ll translate insights into action and reveal opportunities for all—our teams, our clients and our world. Service Line OverviewIn KPMG's Management Consulting practice, we do not limit ourselves to either strategy or implementation. Instead, we deliver both. Our team in Hong Kong is the fastest growing division within KPMG China and represents a young and enthusiastic team that always pushes itself to succeed. Since our creation, we have developed in-depth knowledge of an incredibly broad spread of sectors and services. We work with top tier clients across banking, insurance, asset management, real estate, retail, and public sectors in digital transformation to advance operations, drive technology enablement and integrate emerging technologies.It is an exciting time to join us as we embark on a new phase of our growth journey. We are seeking exceptional Consultant level candidates who have a passion in technology and digitalisation from consulting and relevant backgrounds to support our clients in taking bold actions, bringing them the right insights, tools, and solutions to help them build a future-ready business. We are now looking for Data Engineer to join our Technology Consulting team. Key ResponsibilitiesAs a Data Engineer, you will build the enterprise-grade data solution to execute clients' visionUnderstand the current state process of the clients and bring it to future state improvement and solution for Big data and AI assisted data analyticsDevelop, construct and test data architectures such as databases and large-scale processing solutionsCreate ETLs/ELTs to handle data from various data sources and various formats, e.g. Batch ETL and real-time / near real-time Streaming ETLProvide advice on the data solutions & development tools selection (cloud / hybrid cloud)Develop API and employ a variety of languages and tools e.g., scripting languages, to perform data integrationBuild transformation and validation code that applies complex data aggregation and calculation in different programming languages depending on the project scope and requirementsDocument and write technical specifications for the requirements of the solutionPlan, design and lead the implementation of a large-scale data platform (cloud / hybrid cloud)Work with the technical architects and application designers to understand the data conversion requirements fully and to design the conversion procedures and applicationsAnalyse new data sources and work with stakeholders to integrate new data into existing pipelines and modelsDevelop go-to-market strategies with team leaders and expand team data capabilities Experience & BackgroundBachelor's degree (or higher) in mathematics, statistics, computer science, engineering, data analytics or related fieldAt least 1 year of working experience on data pipeline e.g., Azure Data Factory / Databricks / Informatica / Google Cloud BigQuery, Dataflow, BigTable / AWS GlueHands on data related programming skills e.g., SQL / Python / Scala / JavaPractical Experience with implementing large-scale enterprise modern data solutions e.g. data lake/data warehouse/data meshAt least 1 year of working experience on cloud data solution with deep understanding of cloud computing and data technologies, business drivers, emerging computing trends, and deployment options in one of the cloud platform Azure / AWS / Google Cloud / Alibaba Cloud / Tencent CloudCertified in public cloud data engineers would be a advantageAzure Data Engineer AssociateGCP Professional Data Engineer CertificationAWS Certified Data Analytics - SpecialtyExperience in data governance, data visualisation (e.g., PowerBI, Tableau), GraphDB (e.g., Neo4j), NoSQL (e.g, MongoDB) would be advantageExperience with Agile & DevOps methodologiesKnowledge of market trends and emerging technologies such as Big Data, Internet of Things, Artificial Intelligence, etc would be advantageStrong problem-solving skills and logical thinkingExcellent multitasking skills and task management strategiesAbility to complete milestones and work toward multiple deadlines simultaneouslyConfident in decision making and the ability to explain processes or choices as neededExcellent communication and interpersonal skillsProficient in both spoken and written English and Chinese About KPMGAt KPMG China, we are committed to being an equal opportunity employer, with zero tolerance for any form of discrimination against any persons. It is important for us to create an inclusive, diverse and agile workplace for our people to develop and thrive at both a personal and professional level.We strive to make ESG (environmental, social and governance) a watermark running through our organisation; from empowering our people to become agents of positive change, to providing better solutions and services to our clients to help them achieve their ESG goals. View Our Impact Plan to learn more about our ESG commitments and progress across four key pillars - Governance, People, Planet and Prosperity – and how we make a positive impact on our people, environment and society.We encourage you to come as you are, and we welcome all qualified candidates to apply, and hope you unlock opportunities with us. Visit KPMG China website for more company information. You acknowledge and agree that all personal information hereby provided regarding yourself will be used by KPMG China for its candidate selection purposed only. KPMG China collects, uses, processes, and retains your personal information in accordance with KPMG China’s Online Privacy Statement and/or KPMG China Privacy Statement (collectively ""Privacy Statement""). During the recruitment process, KPMG China may need to store personal information of candidates in a designated third-party application tracking platform.If you have any questions regarding the information you provided in the form or your job application in general, please contact KPMG China’s HR personnel in the location where your application is submitted [see here]."
"Technical Manager, End User Support",The Hong Kong Jockey Club,4,False,Sha Tin District,Information & Communication Technology,,2024-08-29,78426435,https://hk.jobsdb.com/job/78426435,"['Operations and Systems Department', 'Club', 'IT System and Services', 'Department', 'Club', 'Operations and Systems', 'Operations and Systems', 'Service', 'Data Computing', 'Incident, Change, Problem, Resilience, Capacity, Configuration', 'Service Assurance', 'Quality', 'JobYou', 'phone & broadband service subscription', 'reviewCoordinate administration', 'Remote Access', 'Computer Science', 'MS Office, Exchange', 'Active Directory', 'SharePoint', 'Microsoft', 'Project Management', 'ITIL', 'EmploymentThe', 'ApplyPlease', 'The Human Resources Department', 'Club', 'the Personal Data (Privacy) Ordinance']","The DepartmentThe IT Operations and Systems Department provides the Club’s internal and external customers with expected IT System and Services that enable business operations. The Department’s goal is to provide the Club’s IT customers with best in class IT service offerings and experience.IT Operations and Systems serves as the primary user engagement channel for IT for help and service offerings fulfillment.  Engagement is offered 24x7 via phone, email and direct on-site support.IT Operations and Systems is the Service owner responsible for; IT Data Computing facilities; production Infrastructure platforms; Incident, Change, Problem, Resilience, Capacity, Configuration, Procurement functions; Service Assurance and Quality management; and Level 1 /2 system support functions. The JobYou will:Manage, develop and deploy desktop solutions, workplace technologies and mobility solutions to meet business needs and IT workplace roadmapManage projects within its planned scope, schedule and budget, while serving as a liaison for the project's technical, functional and non-functional teamsCoordinate and collaborate with different club parties and suppliers to ensure projects are delivered smoothly and achieve the expected resultCoordinate vendor on mobile phone & broadband service subscription. Prepare annual telecom budget for management reviewCoordinate administration, provision and vendor management of Enterprise printing solutionManage workflow on end-user procurement including order fulfilment, inventory control and tenderingArrangement of IT support for special events 8 Provide technical support to end-user systems and tools, desktop applications, platforms, Remote Access and Mobility solutions, etc.Align personal development plan with business objectives and embrace the transformation to move the team/department forward About YouYou should have:University degree in Computer Science, IT or relevant disciplinesMinimum 4 - 8 years experience in technical administration and implementation of related technologiesMinimum 4 years of relevant project management experience gained in a medium to large enterpriseAbility to multi-task between daily tasks and ad hoc project workExcellent interpersonal and influencing skills, able to work well with different levels of internal users and external service providers and suppliersEffective writing skills to document and present technical issues prepare projects and resolve reportsSolid domain knowledge with one or more of the following: Windows 11, MS Office, Exchange, JAMF, MACOS, Active Directory, SharePoint, Microsoft 365 with Azure Multi-tenant setup, etc  Certifications in Project Management (PMP), ITIL preferred Terms of EmploymentThe level of appointment will be commensurate with qualification and experience. How to ApplyPlease send your resume, complete with expected salary and job reference by clicking the Apply Now button or to:Fax: 2966-5770Mail: The Human Resources Department, The Hong Kong Jockey Club, 1 Sports Road, Happy Valley, Hong KongWe are an equal opportunity employer. Personal data provided by job applicants will be used strictly in accordance with the Club's notice to employees and prospective employees relating to the Personal Data (Privacy) Ordinance. A copy of which will be provided immediately upon request."
Graduate Civil Engineer (Airfield/Aviation),Mott MacDonald Hong Kong Limited,,False,"Ngau Tau Kok, Kwun Tong District",Engineering,,2024-08-07,77904169,https://hk.jobsdb.com/job/77904169,"['Civil Engineering', 'ICAO', 'IATA', 'Civil Engineering or', 'Transportation planning & Highway', 'Group']","Your Next Challenge As a Civil Engineering graduate with interest in airports, you’ll be given opportunities to work on a variety of airport-related design projects.The opportunity would suit a graduate with ambitions to work in the aviation industry, joining a group of passionate industry experts within an already well-established team. Our team supports Civil Engineering graduates through HKIE training scheme.You’ll be undertaking a variety of airport-related planning studies and assessments. You’ll have knowledge and/or experience of airport planning, and an understanding of airfield planning, terminal planning, surface access planning, facilities planning and ICAO and IATA standards.Involvements include:•    Developing airport masterplans•    Scoping and undertaking studies on airfield layout, apron configuration and passenger terminal planning and surface access planning•    Data analysis, demand and capacity assessment •    Benchmarking to support analysis, modelling and simulation•    Writing of technical reports and presentations•    Support to the marketing team in business development activities including input to tenders•    Engineering design of runways, taxiways and aircraft aprons•    Pavement rehabilitation projects to extend the life of runways, taxiways and stands•    Planning of airfield development projects•    Airfield asset surveys to understand pavement condition•    Involvement at project meetings including meetings with clients•    Improving sustainability in the projects including carbon assessment and reduction•    Promoting digital developments in the Aviation Engineering sector Degree holder of Civil Engineering or Airport Planning or related disciplines such as Transportation planning & Highway DesignWhat You'll NeedWe are looking for graduates with passion and desire to make a difference in the world. You should have a strong career mindset and have a desire to be part of Mott MacDonald’s vision: To be the world’s leading employee-owned consultancy, opening opportunities with connected thinking to deliver optimum solutions and sustainable outcomes for our clients.To apply for our graduate position, you will have less than 12 months of post-graduate experience and have achieved, or are expected to achieve, a 2.1 or above in related degree study. You must also already have the right to work in Hong Kong and be fully conversant with English. We offer competitive remuneration package including 13th month salary, MPF plan, Group medical and life insurance. Interested parties, please click 'Apply now' to submit your application with full resume including your current and expected salary.To explore more opportunities with us, please visit www.mottmac.com/careers.All personal data collected will be treated in strict confidence and be used for recruitment purpose only. We are an equal opportunity employer and value diversity at our company. We do not discriminate, and take positive steps to create an inclusive culture."
System Analyst,Mattex Asia Development Limited,5,False,"Lai Chi Kok, Sham Shui Po District",Information & Communication Technology,,2024-08-06,77866535,https://hk.jobsdb.com/job/77866535,"['API', 'candidates:- Birthday Leave / Marriage Leave / Paternity Leave / Examination', 'Career Development Programme\xa0Contact UsQualified']","Responsibilities:Prepare system technical system designsBuild APIs and perform integration to various systems.Responsible for multiple platform applications design, development, implementation, maintenance and enhancement using multiple frameworks and languages;Improve code quality through writing unit tests, automation and performing code reviews;Communicate with product team and users to get user feedback on our platformSupport users in using our system on our daily operation Requirements:Bachelor Degree or above in Computer Science or related field with minimum 5 year relevant experience;Ambitious to develop both web and mobile app with excellent end-user experience;Experience of using, Golang, gRPC, RESTful API architecture;Knowledge with versioning control tools such as Git is a plus;Proactive in brainstorming and contributing in cutting-edge technology development;Good command of both spoken and written English and Mandarin;Committed, responsible, highly motivated and able to work independently. We offer competitive remuneration package with comprehensive fringe benefits to the right candidates:- Birthday Leave / Marriage Leave / Paternity Leave / Examination Leave- Staff Care Programme- Career Development Programme Contact UsQualified candidate, please email your full resume with academic credentials, working experience, current and expected salary and availability by clicking the ""apply now"" button as below."
